Stock Code,Name of Securities
01393,HIDILI INDUSTRY
01395,ELL ENV
01396,GD-HKGBA HLDGS
01397,BAGUIO GREEN
01398,ICBC
01399,VESON HLDG
01400,MOODY TECH HLDG
01401,FUTURE MACH LTD
01402,I-CONTROL
01405,DPC DASH
01406,CLARITY MEDICAL
01407,JY GAS
01408,MACAU E&M
01410,EDVANCE INTL
01412,Q P GROUP
01413,FEG HOLDINGS
01415,COWELL
01416,CTR HOLDINGS
01417,RIVERINE CHINA
01418,SINOMAX GROUP
01419,HUMAN HEALTH
01420,CHUAN HOLDING
01421,PROSP GP INTL
01425,JUSTIN ALLEN H
01426,SPRING REIT
01427,CH TIANBAO GP
01428,BRIGHT SMART
01429,SKYMISSION GP
01431,YST DAIRY
01432,CHINA SHENGMU
01433,CIRTEK HLDGS
01440,STAR SHINE HLDG
01442,INFINITY L&T
01443,FULUM GP HLDG
01446,HUNGFOOKTONG
01447,SFK
01448,FU SHOU YUAN
01449,LEADER EDU
01450,BE FRIENDS HLDG
01451,MS GROUP HLDGS
01452,DENOX ENV
01455,FOURACE IND GP
01456,GLMS SEC
01458,ZHOU HEI YA
01459,JUJIANG CONS
01460,ICO GROUP
01461,ZHONGTAIFUTURES
01463,C-LINK SQ
01466,BAIJIN LIFE SCI
01468,KINGKEY FIN INT
01470,PROSPER ONE
01471,ZHONGMIAO
01472,SANG HING HLDGS
01473,PANGAEA CONNECT
01475,NISSIN FOODS
01476,HENGTOU SEC
01477,OCUMENSION-B
01478,Q TECH
01480,YAN TAT GROUP
01481,SMART GLOBE
01483,NET-A-GO TECH
01485,TENNESSEE B2025
01486,C CHENG HLDGS
01488,BEST FOOD HLDG
01489,GC CONSTRUCTION
01490,AI X TECH
01495,JIYI HOLDINGS
01496,AP RENTALS
01497,YAN PALACE
01498,PURAPHARM
01499,OKG TECH
01500,INCON
01501,INT MEDICAL
01502,FIN STREET PPT
01503,CMC REIT
01508,CHINA RE
01513,LIVZON PHARMA
01515,CR MEDICAL
01516,SUNAC SERVICES
01518,NC HEALTHCARE
01519,J&T EXPRESS-W
01520,VIRTUAL MIND
01521,FRONTAGE
01522,BII TRANS TECH
01523,PLOVER BAY TECH
01525,GENCH EDU
01526,RICI HEALTH
01527,TENGY ENV
01528,RS MACALLINE
01529,YUES INTL HLDG
01530,3SBIO
01532,CHINA PARTYTIME
01536,YUK WING GP
01538,ZHONG AO HOME
01539,UNITY GP HLDGS
01540,LEFTFIELD PRINT
01541,IMMUNEONCO-B
01542,TAIZHOU WATER
01543,JOIN-SHARE
01545,DESIGN CAPITAL
01546,THELLOY DEV
01547,IBI GROUP HLDGS
01548,GENSCRIPT BIO
01549,EVER HARVEST GP
01551,GRCB
01552,BHCC HOLDING
01553,MAIKE TUBE
01555,MIE HOLDINGS
01556,CHINNEY KW
01557,K.H. GP HLDGS
01559,KWAN ON HLDGS
01560,STAR GROUP ASIA
01561,PAN ASIA DATA H
01563,ALLI INTL ED LE
01565,VIRSCEND EDU
01566,CA CULTURAL
01568,SUNDART HLDGS
01569,MINSHENG EDU
01570,WEIYE HOLDINGS
01571,XIN POINT HOLD
01572,CHINA ART FIN
01575,REGAL PARTNERS
01576,QILU EXPRESSWAY
01577,HUIXIN CREDIT
01578,BANK OF TIANJIN
01579,YIHAI INTL
01580,DA SEN HLDGS
01581,PROGRESSIVE P
01582,CR CONSTRUCTION
01583,QINQIN FOODS
01585,YADEA
01586,LEON INSPECTION
01587,SHINEROAD INTL
01588,CHANJET
01591,SHUN WO GROUP
01592,ANCHORSTONE
01593,CHEN LIN EDU
01596,YICHEN IND
01597,NATURE ENERGY T
01598,21CENTURY EDU
01599,UCD
01600,TIAN LUN GAS
01601,ZGC TEC LEASING
01606,CDB LEASING
01608,VPOWER GROUP
01610,COFCO JOYCOME
01611,SINOHOPE TECH
01612,VINCENT MED
01613,SYNERTONE
01615,AB BUILDERS
01616,A METAVERSE
01617,NANFANG COMM
01618,MCC
01620,CINESE INTL
01621,VICO INTL HLDGS
01622,REDCO GROUP
01623,HILONG
01626,JIA YAO HLDGS
01627,ABLE ENG HLDGS
01628,YUZHOU GROUP
01629,CHAMP ALLI INTL
01630,KIN SHING HLDGS
01631,REF HOLDINGS
01632,MSCTECH
01633,SHEUNG YUE GP
01635,DZUG
01636,CMRU
01637,SH GROUP HLDG
01638,KAISA GROUP
01640,QIAN XUN TECH
01643,MODERN CHI MED
01645,HAINA INTEL
01647,GRANDSHORES
01650,HYGIEIA GROUP
01651,TSUGAMI CHINA
01652,FUSEN PHARM
01653,MOS HOUSE
01655,OKURA HOLDINGS
01656,ISDN HOLDINGS
01657,SG GROUP HLDGS
01658,PSBC
01660,ZHAOBANGJI LIFE
01661,CH FRONTIER TEC
01662,YEE HOP HLDGS
01663,S HARBOURHOLD
01666,TONG REN TANG
01667,DIMMI LIFE HLDG
01668,CHINASOUTHCITY
01669,GIC GROUP
01671,TIANBAO ENERGY
01672,ASCLETIS-B
01673,HUAZHANG TECH
01675,ASIAINFO TECH
01676,GAODI HOLDINGS
01679,RISECOMM GP-NEW
01680,MACAULEGEND-NEW
01681,CONSUN PHARMA
01682,HP LIVING TECH
01683,HOPE LIFE INT
01685,BOER POWER
01686,SUNEVISION
01687,PRC B2710
01689,HUAXIHOLDINGS
01690,LAP KEI ENGRG
01691,JS GLOBAL LIFE
01692,TOWNRAY HLDGS
01693,BGMC
01695,S&P INTL HLDG
01696,SISRAM MED
01697,SDITC
01698,TME-SW
01699,PUTIAN FOOD
01701,TU YI HLDG
01702,DONGGUANG CHEM
01703,WELIFE TECH
01705,B & S INTL HLDG
01707,GEOTECH HLDGS
01708,SAMPLE TECH
01709,DL HOLDINGS GP
01710,TRIO IND ELEC
01711,ULFERTS
01712,DRAGON MINING
01713,SICHUAN EN INV
01715,AI HEALTH TECH
01716,MOST KWAI CHUNG
01717,AUSNUTRIA
01718,WAN KEI GROUP
01719,CIL GROUP
01720,PUTIAN COMM
01721,FSM HOLDINGS
01722,KIN PANG HLDGS
01723,MOON INC
01725,USPACE TECH
01726,HKE HOLDINGS
01727,HEBEI CONS
01728,ZHENGTONGAUTO
01729,TIME INTERCON
01730,LHN
01731,PROSPEROUS IND
01732,XIANGXING INT
01733,E-COMMODITIES
01735,CENTRAL NEW EGY
01736,PARENTING NET
01737,A & S GROUP
01738,FS ANTHRACITE
01739,QEEKA HOME
01740,VALUES CULTURAL
01741,SHING CHI HLDGS
01742,HPC HOLDINGS
01745,LVJI TECH
01746,MAN SHUN GP
01747,HOME CONTROL
01748,XIN YUAN ENT
01749,SHANSHAN
01750,REM GROUP HLDGS
01751,KINGLAND GROUP
01752,TOP EDUCATION
01753,DUIBA
01755,S-ENJOY SERVICE
01756,CHI SCI&EDU IND
01757,AFFLUENT FDN
01758,BOJUN EDU
01759,SINO GAS HLDGS
01760,INTRON TECH
01762,WANKA ONLINE
01763,CIRC
01765,XJ INTL HLDGS
01766,CRRC
01767,TS WONDERS
01769,SCHOLAR EDU
01771,SUNFONDA GP
01772,GANFENGLITHIUM
01773,TIANLI INT HLDG
01775,BEXCELLENT GP
01776,GF SEC
01777,FANTASIA
01778,COLOUR LIFE
01780,RONGZUN INT'L H
01782,IB DIGITAL TECH
01783,ENVISION GREEN
01785,CHENGDU EXPWAY
01786,CRCCE
01787,SD GOLD
01788,GUOTAI JUNAN I
01789,AK MEDICAL
01790,TIL ENVIRO
01792,CMON
01793,WECON HOLDINGS
01795,YADONG GROUP
01796,METASPACEX
01797,EAST BUY
01798,DATANG RENEW
01799,XINTE ENERGY
01800,CHINA COMM CONS
01801,INNOVENT BIO
01802,WENYE GROUP
01803,BJ SPORTS & ENT
01808,ENTERPRISE DEV
01809,PRINX CHENGSHAN
01810,XIAOMI-W
01811,CGN NEW ENERGY
01812,CHENMING PAPER
01813,KWG GROUP
01815,EVEREST GOLD
01816,CGN POWER
01817,MULSANNE GROUP
01818,ZHAOJIN MINING
01820,PM PACKAGING
01822,CHINA WOOD INT
01823,HUAYUEXPRESSWAY
01825,STERLING GP
01826,FDB HOLDINGS
01827,MIRICOR
01828,FWD
01830,PERFECT MEDICAL
01831,SHIFANG HLDG
01832,SAI LEISURE
01833,PA GOODDOCTOR
01835,REALWAY CAPITAL
01836,STELLA HOLDINGS
01837,NATURAL FOOD IH
01841,A.PLUS GROUP
01842,GROWN UP GROUP
01843,SNACK EMPIRE
01845,WG ENV TECH
01846,EUROEYES
01847,GHPC
01848,CALC
01849,AM GROUP
01850,HSC RES-NEW
01851,GINGKO EDU
01853,CHUNCHENG HEAT
01854,CHINA WANTIAN
01855,ZONQING LTD
01856,ERNEST BOREL
01857,CEB WATER
01858,CHUNLI MEDICAL
01860,MOBVISTA
01861,PRECIOUS DRAGON
01862,JINGRUI HLDGS
01863,CHI LONGEVITY
01865,PENGO HLDG GP
01866,CHINA XLX FERT
01867,STD DEV GROUP
01868,NEO-NEON
01869,KAFELAKU COFFEE
01870,ACME INTL HLDGS
01871,CHINA ORIENTED
01872,GUAN CHAO HLDGS
01873,VIVA BIOTECH
01875,BIODLINK-B
01876,BUD APAC
01877,JUNSHI BIO
01878,SOUTHGOBI
01880,CTG DUTY-FREE
01881,REGAL REIT
01882,HAITIAN INT'L
01883,CITIC TELECOM
01884,EPRINT GROUP
01888,KB LAMINATES
01889,SANAI HEALTH GP
01890,CHINA KEPEI
01891,HENG HUP
01894,HANG YICK HLDGS
01895,XINYUAN PM
01896,MAOYAN ENT
01897,MILLIONHOPE IND
01898,CHINA COAL
01899,XINGDA INT'L
01900,CHINA ITS
01901,FEIYANG GROUP
01903,JBB BUILDERS
01905,HAITONG UT
01906,BONNY HLDG
01907,CHINA RISUN GP
01908,C&D INTL GROUP
01909,FIRE ROCK
01910,SAMSONITE
01911,CR HOLDINGS
01912,CONTEL
01913,PRADA
01915,TAIHE M-FIN
01916,JIANGXI BANK
01917,DOUMOB
01918,SUNAC
01919,COSCO SHIP HOLD
01920,CHINA WACAN
01921,DALIPAL HLDG
01922,RUISEN LIFE SER
01925,KWUNGS AROMA
01927,JIUJIUWANG
01928,SANDS CHINA LTD
01929,CHOW TAI FOOK
01930,SHINELONG
01931,IVD MEDICAL
01932,CPM GROUP
01933,ONEFORCE HLDGS
01935,JH EDUCATION
01936,RITAMIX
01937,JIACHEN HOLDING
01938,CHU KONG PIPE
01939,SHANGSHAN GOLD
01940,CGII HLDGS
01941,YE XING GROUP
01942,MOG DIGITECH
01943,KING'S STONE
01945,ZERO2IPO
01947,MEIHAO GROUP
01948,UJU HOLDING
01949,PLATT NERA
01950,DIWANG IND H
01951,JXR
01952,EVEREST MED
01953,RIMBACO
01955,JOHNSON HLDGS
01957,MBV INTL
01958,BAIC MOTOR
01959,CENT UNIT HLDG
01960,TBKS HLDGS
01961,INFINITIES TECH
01962,EVERGREEN PG
01963,BCQ
01965,LANDSEA LIFE
01966,CHINA SCE GROUP
01967,CONFIDENCE IN
01968,HINGTEX HLDGS
01969,CHINA CHUNLAI
01970,IMAX CHINA
01971,RSUN SER
01972,SWIREPROPERTIES
01973,TIAN TU CAPITAL
01975,SUN HING PRINT
01977,ANALOGUE HLDGS
01978,LH GROUP
01979,TEN PAO GROUP
01980,TIANGE
01981,CATHAY GP HLDGS
01982,NAMESON HLDGS
01983,LUZHOU BANK
01985,MICROWARE
01986,TSAKER NE
01987,BENG SOON MACH
01988,MINSHENG BANK
01991,TA YANG GROUP
01993,ASIARAY
01995,ES SERVICES
01996,RSUN PPT
01997,WHARF REIC
01999,MAN WAH HLDGS
02000,SIM TECH
02001,NEW HIGHER EDU
02002,SUNSHINE PAPER
02003,VCREDIT
02005,SSY GROUP
02007,COUNTRY GARDEN
02008,PHOENIX TV
02009,BBMG
02011,GILSTON GROUP
02012,SUNSHINE OIL
02013,WEIMOB INC
02015,LI AUTO-W
02016,CZBANK
02017,CHANHIGH
02018,AAC TECH
02019,DEXIN CHINA
02020,ANTA SPORTS
02022,DIGIT HOLLYWOOD
02023,CHINA LUDAO
02025,RUIFENG POWER
02028,JOLIMARK
02030,CABBEEN
02031,AUSUPREME
02033,TIME WATCH
02038,FIH
02039,CIMC
02048,E-HOUSE ENT
02050,SANHUA
02051,VALA
02057,ZTO EXPRESS-W
02060,PUJIANG INTL
02066,SHENGJINGBANK
02068,CHALIECO
02076,BOSS ZHIPIN-W
02078,PANASIALUM
02080,AUX INTL
02086,LEADWAY TECH
02088,XIWANG PROPERTY
02096,SIMCERE PHARMA
02097,MIXUE GROUP
02098,ZALL SMARTCOM
02099,CHINAGOLDINTL
02100,BAIOO
02101,FULU HOLDINGS
02102,TAK LEE MACH
02105,LAEKNA-B
02107,FIRST SERVICE
02108,K2 F&B
02110,TIAN CHENG HLDG
02111,BEST PACIFIC
02112,GRACE LIFE-TECH
02113,CENTURY GP INTL
02116,JS INNOV
02119,TSIT WING INTL
02120,KN HOSPITAL
02121,AINNOVATION
02122,KIDSLAND INTL
02125,STRAWBEAR ENT
02126,JW THERAP-B
02127,HUISEN SHARES
02128,CHINA LESSO
02129,LEGION CONSO
02130,CN LOGISTICS
02131,NETJOY
02132,LANDRICH HLDG
02135,RAILY AESMED
02136,LIFESTYLE CHI
02137,BRII-B
02138,EC HEALTHCARE
02139,BANK OF GANSU
02142,HBM HOLDINGS-B
02145,CHICMAX
02146,ROISERV
02147,ZHENGWEI GROUP
02149,BATELAB
02150,NAYUKI
02152,SUXIN SERVICES
02153,TAT HONG EQUIP
02155,MORIMATSU INTL
02156,C&D PROPERTY
02157,LEPU BIO-B
02158,YIDU TECH
02159,MEDIWELCOME
02160,CARDIOFLOW-B
02161,JBM HEALTHCARE
02162,KEYMED BIO-B
02163,BROAD HOMES
02165,LING YUE SER GP
02166,SMART-CORE
02167,TI CLOUD
02168,KAISA PROSPER
02169,CANGGANGRAILWAY
02170,BASECARE-B
02171,CARSGEN-B
02172,MICROPORT NEURO
02175,CH GENERAL EDU
02176,CCID CONSULTING
02177,UNQ HOLDINGS
02178,PETRO-KING
02179,RECBIO-B
02180,MANPOWER GRC
02181,MABPHARM-B
02182,TIAN CHANG GP
02185,BIOHEART-B
02186,LUYE PHARMA
02187,ZHIXIN GP HLDG
02188,TITANS ENERGY
02189,KATO (HK) HLDGS
02190,ZYLOXTB
02191,SF REIT
02192,MEDLIVE
02193,MAN KING HOLD
02195,UNITY ENT
02196,FOSUN PHARMA
02197,CLOVER BIO-B
02198,CHINA SANJIANG
02199,REGINA MIRACLE
02202,CHINA VANKE
02203,BRAINHOLE TECH
02205,KANGQIAO SER
02208,GOLDWIND
02209,YESASIA HLDGS
02210,BEIJING JIAYE
02211,UNI HEALTH
02212,FB MINING
02215,DEXIN SER GROUP
02216,BRONCUS-B
02218,ANDRE JUICE
02219,CHAOJU EYE CARE
02221,NEW CONCEPTS
02222,NVC INTL
02223,CASABLANCA
02225,JINHAI MED TECH
02226,HONWORLD GP
02227,SOLIS HOLDINGS
02228,XTALPI
02230,MEDIALINK GROUP
02231,JY GRANDMARK
02232,CRYSTAL INTL
02233,WESTCHINACEMENT
02235,MICROTECH MED-B
02236,WISON ENGRG
02237,CHINA GRAPHITE
02238,GAC GROUP
02239,SMIT
02245,LYGEND RESOURCE
02246,GOGOX
02250,B.DUCK SEMK
02251,AIRDOC-B
02252,MEDBOT-B
02255,HAICHANG HLDG
02256,ABBISKO-B
02257,SIRNAOMICS-B
02258,WATTS INT'L
02260,VANOV HOLDINGS
02262,SLD GROUP
02263,FU SHEK FIN
02265,HC ENV TECH
02266,LAI SI ENT
02268,WUXI XDC
02269,WUXI BIO
02270,DESUN SERVICES
02271,ZHONGAN SERVICE
02273,GUSHENGTANG
02276,CONANTOPTIC-100
02279,YONGHE MEDICAL
02280,HC GROUP
02281,XINGLU WATER
02282,MGM CHINA
02283,TK GROUP HLDG
02285,CHERVON
02286,CHEN XING
02288,RYKADAN CAPITAL
02289,CHARMACY PHAR
02291,SCIENTECH
02292,THING ON ENT
02293,BAMBOOSHEALTH
02295,MAXICITY
02297,RAINMED-B
02298,COSMO LADY
02299,BILLION IND
02302,CNNC INT'L
02306,YH ENT
02307,KAM HING INT'L
02309,ZO FUTURE GROUP
02310,TIMES UNI GP
02312,CH FIN LEASING
02313,SHENZHOU INTL
02314,LEE & MAN PAPER
02315,BIOCYTOGEN-B
02317,VEDAN INT'L
02318,PING AN
02319,MENGNIU DAIRY
02320,HOP FUNG GROUP
02321,SWANGCHAICHUAN
02322,MODERN INNO DT
02323,RENCO HOLDINGS
02324,CAPITAL VC
02325,YUNKANG GROUP
02326,NPE HOLDINGS
02327,MEILLEUREHEALTH
02328,PICC P&C
02329,GLORY HEALTH
02330,CHINA UPTOWN
02331,LI NING
02333,GWMOTOR
02336,SHUOAO INTL
02337,UNITED STRENGTH
02338,WEICHAI POWER
02339,BWI INT'L
02340,ISP HOLDINGS
02342,COMBA
02343,PACIFIC BASIN
02347,YOHO GROUP
02348,DAWNRAYS PHARMA
02349,CH CITY INFRA
02350,MTT GROUP
02352,DOWELL SERVICE
02355,BAOYE GROUP
02356,DAHSING BANKING
02357,AVICHINA
02358,JIU RONG HOLD
02359,WUXI APPTEC
02360,BEST MART 360
02361,SINOHEALTH HLDG
02362,JINCHUAN INTL
02363,TONGDA HONG TAI
02367,GIANT BIOGENE
02368,EAGLE NICE
02369,COOLPAD GROUP
02370,REDCO HEALTHY
02371,CHUANGLIAN HOLD
02372,WEILI HOLDINGS
02373,BEAUTYFARM MED
02376,LUSHANGSERVICES
02377,BOQI ENV
02378,PRU
02380,CHINA POWER
02381,SMC ELECTRIC
02382,SUNNY OPTICAL
02383,TOM GROUP
02385,READBOY
02386,SINOPEC SEG
02388,BOC HONG KONG
02389,BJ HEALTH
02390,ZHIHU-W
02391,TUYA-W
02392,XUANWU CLOUD
02393,YESTAR HEALTH
02399,CN ANCHU ENERGY
02400,XD INC
02402,SINOHYTEC
02405,POWERWIN TECH
02407,GAUSH MEDITECH
02409,SEACON
02410,TYK MEDICINES-B
02411,PAGODA GP
02415,MEDSCI
02416,EDIANYUN
02418,DEEWIN
02419,DEKON AGR
02420,ZIBUYU
02421,KRP DEVELOPMENT
02422,REGO INTERACT
02423,BEKE-W
02425,AUSTASIA GROUP
02427,GUANZE MEDICAL
02429,UBOX ONLINE
02431,MINIEYE
02432,DOBOT
02433,ZT HN GROUP
02436,LX TECHNOLOGY
02438,MOBVOI
02439,CH TREASURES NM
02440,MEMESTRATEGY
02442,EASY SMART GP
02443,AUTOSTREETS
02448,SPACE GROUP
02450,HUAIBEI GD CO
02451,LUYUAN GP HLDG
02453,CONCORD HC GP
02455,RUNHUA SERVICE
02457,BUYANG INTL
02458,GALA TECH HOLD
02459,SANERGY GROUP
02460,CR BEVERAGE
02461,SYNAGISTICS W29
02465,LOPAL TECH
02469,FENBI
02473,XXF
02477,WELLCELL HOLD
02478,APAC RES W2712
02479,TIANJUDIHE
02480,LUZHU BIOTECH-B
02481,WISE LIVING TEC
02482,LOGORY
02483,K CASH
02486,PLUS GP HOLDING
02487,CUTIA-B
02488,LAUNCH TECH
02489,PERSISTENCE RES
02490,LC LOGISTICS
02495,VOICECOMM
02496,YZYBIO-B
02497,FUJING HOLDINGS
02498,ROBOSENSE
02499,FOLANGSI
02500,VENUS MEDTECH-B
02501,MAIYUE TECH
02502,JINYUAN HCHEM
02503,ZHONGSHENJIANYE
02505,EDA GROUP HLDGS
02506,XUNFEIHEALTH
02507,CIRRUS
02508,SAINT BELLA
02509,QYUNS-B
02510,TS LINES
02511,HIGHTIDE-B
02512,CLOUD FACTORY
02515,TJCD
02516,FAR INTL
02517,GUOQUAN
02518,AUTOHOME-S
02519,AUGROUP
02520,SHANXI INSTALL
02521,SHENGHUI CLEAN
02522,RIMAG GROUP
02527,PTT N3508
02528,FW FASHION INT
02529,HOLLWIN URBAN
02530,NUMANS
02531,CARLINK TECH
02533,BLACK SESAME
02535,WK GROUP
02536,PALASINO
02540,LESI GROUP
02545,ZHONGGAN COMM
02549,CAROTE LTD
02550,EASOU TECH
02551,APT ELECTRONICS
02552,HUA MEDICINE-B
02555,CHABAIDAO
02556,MARKETINGFORCE
02558,JINSHANG BANK
02559,DIDA INC
02560,CONCH MAT TECH
02561,VISEN PHARMA-B
02562,SYNAGISTICS
02563,BIOSTAR PHARM-B
02565,PEGBIO CO-B
02566,JIUYUAN GENE
02567,QINIU
02568,CNOOC F03 N3305
02569,SOFT INTL
02570,REFIRE
02571,SAIMO
02572,ZG GROUP W30
02573,NEWTREND GROUP
02576,TAIMEI TECH
02577,INNOSCIENCE
02580,AUX ELECTRIC
02582,GUOFUHEE
02585,MOKINGRAN
02586,DMALL
02587,HEALTHYWAY INC
02588,BOC AVIATION
02589,AUNTEA JENNY
02590,GEEKPLUS-W
02591,INNOGEN-B
02592,CLOUDBREAK-B
02593,HERBS GROUP
02596,YIBIN BANK
02597,XUNZHONG
02598,LIANLIAN
02600,CHALCO
02601,CPIC
02602,ONEWO
02603,JIHONG CO
02605,METALIGHT
02607,SH PHARMA
02608,SUNSHINE 100
02609,BAYZED HEALTH
02610,NANSHAN AL INTL
02611,GTHT
02612,CSI PPT W2704
02613,CONTIOCEAN
02616,CSTONE PHARMA-B
02617,TRANSTHERA-B
02618,JD LOGISTICS
02619,XJ ELECTRICS
02621,SHOUHUI GROUP
02623,ADD NEW ENERGY
02625,JIANGSU HORIZON
02627,AB&B BIO-TECH-B
02628,CHINA LIFE
02629,MIRXES-B
02631,SICC
02633,JACOBSON PHARMA
02638,HKELECTRIC-SS
02643,CAOCAO INC
02648,ANJOY FOOD
02651,DAZHONG DENTAL
02660,ZENGAME
02663,KPA-BM HLDGS
02666,UNI MEDICAL
02668,PAK TAK INT'L
02669,CHINA OVS PPT
02678,TEXHONG INTL GP
02680,INNOVAX HLDGS
02682,YUN LEE MARINE
02683,WAHSUN HANDBAGS
02688,ENN ENERGY
02689,ND PAPER
02696,HENLIUS
02699,XINMING CHINA
02700,GREEN INTL HLDG
02708,IBO TECH
02722,CHONGQING M&E
02727,SH ELECTRIC
02728,JINTAI ENERGY H
02738,HUAJIN INTL
02772,ZHONGLIANG HLDG
02777,R&F PROPERTIES
02778,CHAMPION REIT
02779,CH XINHUA EDU
02789,YUANDA CHINA
02798,PER ENERGY
02799,CITIC FAMC
02800,TRACKER FUND
02801,ISHARES CHINA
02803,PP BEDROCK
02804,PREMIA VIET
02806,GX CN CONSUME
02807,GX CN ROBO&AI
02809,GX CN CLN EN
02810,PREMIAEMASEAN
02812,SAMSUNGCDGN
02814,SAMSUNG FANG
02815,GX CN LIL GIANT
02817,PP CGBOND
02818,PANDO BITCOIN
02819,ABF HK IDX ETF
02820,GX CN BIOTECH
02821,ABF PAIF
02822,CSOP A50 ETF
02823,ISHARES A50
02825,WISECSIHK100ETF
02826,GX CN CLOUD
02827,WISE CSI300 ETF
02828,HSCEI ETF
02829,ISHARESCGB
02830,CSOP SAUDI
02832,BOSERA STAR50
02834,ISHARESND100
02835,PHILLIP HKNEWEQ
02836,ISHARES INDIA
02837,GX HS TECH
02838,HS FCI50 ETF
02839,CAM MSCI A50
02840,SPDR GOLD TRT
02841,GX CN MEDTECH
02843,AMUNDI A50
02845,GX CN EV BATT
02846,ISHARESCSI300
02848,TRMSCIKOREA
02849,GX AUTO EV
02858,YIXIN
02863,GOLDEN FAITH GP
02865,DRINDA
02866,COSCO SHIP DEV
02869,GREENTOWN SER
02877,SHINEWAY PHARM
02878,SOLOMON SYSTECH
02880,LIAONING PORT
02881,WUHAN YOUJI
02882,3DG HOLDINGS
02883,CHINA OILFIELD
02885,PEIPORT HOLD
02886,BINHAI INV
02888,STANCHART
02892,MILLION CITIES
02898,SUNHO BIO-B
02899,ZIJIN MINING
02906,SOFTMEDX-OLD
02913,MACAULEGEND-OLD
02919,TAUNG GOLD-OLD
02921,NUR HOLD-OLD
02923,PINESTONE-OLD
02925,RISECOMM GP-OLD
02926,ZCLOUD TECH-OLD
02927,E&P GLOBAL-8K
02932,GET NICE
02934,ESPRIT HOLDINGS
02935,TOMO HOLD RTS
02938,CONANTOPTIC-500
02940,PINESTONE RTS
02941,RISECOMM GP RTS
02973,HSC RES-OLD
03001,PP CNUSDPROP
03003,CSOP MSCI A 50
03004,CSOP VIETNAM30
03005,X CSOPCSI500
03006,A GX AI TECH
03007,TR MSCI CHINA A
03008,BOS HSK BTC
03009,BOS HSK ETH
03010,ISHARES AXJ
03011,A ICBCCICCUSD
03012,AMUNDI HK35
03015,X TRNIFTY50
03020,X TRMSCIUSA
03021,FB FTSE TAIWAN
03024,WISE SSE50ETF
03029,GX HS ESG
03032,HSTECH ETF
03033,CSOP HS TECH
03034,CSOP NASDAQ100
03036,TRMSCITAIWAN
03037,CSOP HSI ETF
03038,HS ALOWCARBON
03039,EFUNDHSIESG
03040,GX MSCI CHINA
03041,GX CN PB BOND
03042,CAM BTC
03046,CAM ETH
03047,F SSIFIRONORE
03050,GX CN GL LEADER
03051,A GXASINNOVATOR
03053,A CSOP HKD MM
03056,A PANDOCMSINNO
03058,A GXCNINNOVATOR
03059,GX AGREENBOND
03064,GX APAC
03066,FA CSOP BTC
03067,ISHARESHSTECH
03068,FA CSOP ETH
03069,CAM HSBIOTECH
03070,PING AN HKDIV
03071,A CICC HKD
03072,AMOVA INET
03074,ISHARESMSCITW
03075,GX ASUSD BOND
03076,FB TW SEMICON
03077,PREMIA UST
03081,VALUEGOLD ETF
03084,A GX INDIA
03086,CAM NASDAQ100
03087,X TRFTSEVIET
03088,CAM HS TECH
03096,A CSOP USD MM
03097,F GX OIL
03104,A GX EM ASIA
03108,HGI ESGLEADER
03109,CSOP STAR 50
03110,GX HS HIGH DIV
03111,EFUNDMSCIA50
03112,A PANDOCMSBLKC
03115,ISHARESHSI
03116,GX AP HIGH DIV
03117,GX CN GAME&ENT
03118,HGI MSCI CN A
03119,GX ASIA SEMICON
03122,A CSOP RMB MM
03124,GX CN ECOM&LOG
03125,ISHARESSDCPBB
03128,HS AINDTOPETF
03129,BOCGBACLIMATE
03130,HS CSI300
03132,SAMSUNG SEMICON
03133,CSOP CSI300
03134,CSOP CSI PV
03135,FA SAMSUNG BTC
03136,HSI ESG ETF
03137,A GX USD MM
03139,A GX EV BATT
03141,CAM ASIA IGB
03145,CAM ASIA HIGHDV
03146,CAM 20 UST
03147,X CSOPCHINEXT
03150,GX JP GL LEADER
03151,PREMIA STAR50
03152,A BOS HKD MM
03153,CSOP NIKKEI225
03156,BOS 20 UST
03158,GX KPOP CULTURE
03160,CAM JAPAN HDG
03161,A CAM RMB MM
03165,CAM EU QLTY HDG
03167,ICBCCSOPCHINA
03171,A SS BLOCKCHAIN
03172,A SS ASIA META
03173,PP CN NEWECON
03174,CSOP HEALTHCARE
03175,F SAMSUNG OIL
03179,HGI ETH
03181,PREMIAASIATEC
03182,WISE NEWECONESG
03184,GX INDIA TOP 10
03185,GX FINTECH
03187,SAMSUNG REITS
03188,CAM CSI300
03189,EFUND LIQUOR
03190,FB SSH HIGH DIV
03191,GX CN SEMICON
03192,A BOS RMB MM
03193,CSOP CSI 5G
03195,HS S&P500
03196,A BOS USD MM
03199,ICBCCSOP CGPB
03288,HAITIAN FLAV
03300,CHINA GLASS
03301,RONSHINECHINA
03302,KINERGY
03303,JUTAL OIL SER
03306,JNBY
03309,C-MER MEDICAL
03311,CHINA STATE CON
03313,ARTGO HOLDINGS
03315,GOLDPAC GROUP
03316,BINJIANG SER
03318,CHINA BOTON
03319,A-LIVING
03320,CHINARES PHARMA
03321,WAI HUNG GROUP
03322,WIN HANVERKY
03323,CNBM
03326,PERFECT GROUP
03328,BANKCOMM
03329,BOCOM INTL
03330,LINGBAO GOLD
03332,SINOLIFE UTD
03336,JU TENG INTL
03337,ANTON OILFIELD
03339,LONKING
